58958	456498	456497	339624	339565
58958	456497	456496	339565	339506
58959	456298	456292	339553	339537
58959	456292	456291	339537	339536
58959	456291	456281	339536	339524
58960	456420	456424	339524	339561
58960	456424	456424	339561	339565
58960	456424	456418	339565	339605
58960	456418	456405	339605	339639
58960	456405	456367	339639	339705
58960	456367	456311	339705	339803
58961	456357	456389	339539	339532
58961	456389	456420	339532	339524
58962	456215	456208	339538	339558
58962	456208	456208	339558	339569
58962	456208	456211	339569	339575
58962	456211	456216	339575	339588
58962	456216	456235	339588	339605
58963	456298	456328	339553	339546
58963	456328	456357	339546	339539
58964	456254	456316	339765	339655
58964	456316	456352	339655	339590
58964	456352	456360	339590	339561
58964	456360	456357	339561	339539
58965	456235	456249	339605	339609
58965	456249	456262	339609	339608
58965	456262	456280	339608	339600
58965	456280	456282	339600	339598
58965	456282	456295	339598	339582
58965	456295	456298	339582	339553
58966	456198	456217	339683	339644
58966	456217	456235	339644	339605
58967	456485	456492	339658	339641
58967	456492	456498	339641	339624
58968	456485	456515	339658	339679
58968	456515	456544	339679	339699
58969	456377	456394	339844	339816
58969	456394	456410	339816	339787
58969	456410	456433	339787	339749
58969	456433	456455	339749	339711
58969	456455	456459	339711	339704
58969	456459	456463	339704	339696
58969	456463	456474	339696	339677
58969	456474	456485	339677	339658
58970	456198	456184	339683	339679
58970	456184	456175	339679	339680
58970	456175	456172	339680	339681
58970	456172	456167	339681	339683
58970	456167	456153	339683	339699
58971	456210	456217	339736	339723
58971	456217	456218	339723	339707
58971	456218	456218	339707	339706
58971	456218	456210	339706	339691
58971	456210	456198	339691	339683
58972	456544	456552	339699	339715
58972	456552	456567	339715	339724
58972	456567	456570	339724	339723
58972	456570	456605	339723	339709
58973	456153	456150	339699	339717
58973	456150	456153	339717	339728
58973	456153	456154	339728	339730
58973	456154	456162	339730	339740
58973	456162	456174	339740	339747
58974	456488	456516	339798	339748
58974	456516	456544	339748	339699
58975	456174	456190	339747	339748
58975	456190	456193	339748	339746
58975	456193	456210	339746	339736
58976	456254	456232	339765	339751
58976	456232	456210	339751	339736
58977	456174	456167	339747	339772
58977	456167	456159	339772	339797
58978	456311	456283	339803	339784
58978	456283	456254	339784	339765
58979	456254	456219	339765	339793
58979	456219	456211	339793	339795
58979	456211	456195	339795	339800
58979	456195	456159	339800	339797
58980	456159	456149	339797	339831
58980	456149	456139	339831	339865
58981	456520	456504	339816	339807
58981	456504	456488	339807	339798
58982	456311	456275	339803	339843
58982	456275	456240	339843	339862
58982	456240	456236	339862	339863
58982	456236	456187	339863	339872
58982	456187	456139	339872	339865
58983	456376	456344	339847	339825
58983	456344	456311	339825	339803
58984	456376	456377	339847	339846
58984	456377	456377	339846	339844
58985	456377	456402	339844	339862
58985	456402	456427	339862	339880
58985	456427	456432	339880	339884
58985	456432	456437	339884	339887
58986	456231	456235	339922	339922
58986	456235	456239	339922	339922
58986	456239	456291	339922	339916
58986	456291	456306	339916	339914
58986	456306	456337	339914	339894
58986	456337	456357	339894	339870
58986	456357	456376	339870	339847
58987	456156	456154	339878	339902
58987	456154	456153	339902	339913
58987	456153	456153	339913	339914
58987	456153	456152	339914	339925
59023	455977	456006	339438	339447
59024	456111	456121	339476	339453
59024	456121	456130	339453	339431
59028	456016	455996	339631	339622
59028	455996	455995	339622	339616
59028	455995	456021	339616	339549
59028	456021	456056	339549	339455
59029	456056	456084	339455	339466
59029	456084	456111	339466	339476
59030	456001	455968	339459	339554
59033	456053	456082	339648	339562
59033	456082	456111	339562	339476
59036	456105	456136	339676	339592
59036	456136	456167	339592	339508
59049	456053	456035	339648	339640
59049	456035	456016	339640	339631
59050	456988	456973	339778	339774
59050	456973	456932	339774	339744
59050	456932	456879	339744	339705
59051	456936	456925	339684	339673
59051	456925	456913	339673	339663
59052	456913	456915	339663	339661
59052	456915	456916	339661	339659
59053	456916	456919	339659	339655
59053	456919	456923	339655	339650
59054	456927	456923	339335	339352
59054	456923	456919	339352	339368
59055	456919	456949	339368	339363
59055	456949	456964	339363	339360
59055	456964	456970	339360	339347
59056	456923	456927	339650	339654
59056	456927	456940	339654	339663
59056	456940	456948	339663	339669
59056	456948	456943	339669	339679
59056	456943	456940	339679	339681
59056	456940	456939	339681	339682
59056	456939	456936	339682	339684
59057	456923	456936	339650	339636
59057	456936	456950	339636	339621
59058	456925	456937	339592	339606
59058	456937	456950	339606	339621
59059	456927	456949	339335	339341
59059	456949	456970	339341	339347
59060	456950	456952	339621	339624
59060	456952	456955	339624	339627
59061	456968	456962	339611	339619
59061	456962	456955	339619	339627
59062	456955	456989	339627	339667
59062	456989	457022	339667	339707
59063	457001	456982	339571	339590
59063	456982	456972	339590	339599
59063	456972	456968	339599	339611
59064	456968	456985	339611	339617
59064	456985	457001	339617	339622
59064	457001	457008	339622	339624
59064	457008	457015	339624	339626
59064	457015	457022	339626	339629
59064	457022	457029	339629	339631
59065	456970	456984	339347	339351
59065	456984	456997	339351	339354
59065	456997	457014	339354	339357
59065	457014	457030	339357	339359
59065	457030	457046	339359	339361
59066	456988	456994	339778	339768
59066	456994	457000	339768	339758
59066	457000	457013	339758	339736
59066	457013	457026	339736	339713
59067	457040	457021	339585	339578
59067	457021	457001	339578	339571
59068	457011	457006	339558	339565
59068	457006	457001	339565	339571
59069	457011	457025	339558	339535
59069	457025	457038	339535	339512
59069	457038	457046	339512	339488
59071	457022	457026	339707	339713
59072	457026	457029	339713	339716
59072	457029	457031	339716	339720
59073	457031	457048	339720	339688
59074	457048	457031	339727	339720
59081	456539	456579	339284	339284
59081	456579	456581	339284	339284
59081	456581	456617	339284	339296
59082	456544	456610	339699	339606
59082	456610	456675	339606	339513
59083	456593	456591	339370	339384
59083	456591	456610	339384	339385
59083	456610	456625	339385	339394
59083	456625	456637	339394	339410
59083	456637	456650	339410	339427
59083	456650	456691	339427	339453
59084	456617	456604	339296	339316
59084	456604	456592	339316	339337
59085	456604	456618	339484	339478
59085	456618	456655	339478	339466
59085	456655	456691	339466	339453
59086	456604	456620	339484	339486
59086	456620	456648	339486	339500
59086	456648	456675	339500	339513
59087	456605	456695	339709	339657
59087	456695	456703	339657	339644
59087	456703	456766	339644	339542
59088	456617	456626	339296	339301
59088	456626	456636	339301	339306
59088	456636	456642	339306	339310
59089	456642	456648	339310	339306
59089	456648	456729	339306	339303
59089	456729	456756	339303	339325
59089	456756	456847	339325	339399
59090	456642	456644	339310	339317
59090	456644	456670	339317	339338
59090	456670	456696	339338	339359
59090	456696	456737	339359	339392
59090	456737	456777	339392	339424
59091	456675	456721	339513	339527
59091	456721	456766	339527	339542
59092	456681	456715	339506	339470
59092	456715	456749	339470	339434
59093	456691	456720	339453	339443
59093	456720	456749	339443	339434
59094	456734	456750	339280	339285
59094	456750	456775	339285	339292
59094	456775	456816	339292	339304
59095	456749	456763	339434	339429
59095	456763	456777	339429	339424
59096	456782	456772	339768	339749
59096	456772	456762	339749	339729
59097	456880	456866	339629	339622
59097	456866	456863	339622	339621
59097	456863	456847	339621	339613
59097	456847	456822	339613	339623
59097	456822	456804	339623	339647
59097	456804	456790	339647	339666
59097	456790	456787	339666	339686
59097	456787	456762	339686	339729
59098	456766	456805	339542	339547
59098	456805	456835	339547	339566
59098	456835	456844	339566	339569
59098	456844	456925	339569	339592
59099	456766	456768	339542	339513
59099	456768	456780	339513	339496
59099	456780	456809	339496	339456
59100	456777	456812	339424	339412
59100	456812	456847	339412	339399
59101	456782	456800	339768	339759
59101	456800	456817	339759	339750
59101	456817	456840	339750	339741
59101	456840	456862	339741	339732
59102	456816	456848	339304	339313
59102	456848	456880	339313	339322
59103	456826	456821	339265	339284
59103	456821	456816	339284	339304
59104	456925	456928	339592	339576
59104	456928	456926	339576	339573
59104	456926	456915	339573	339556
59104	456915	456914	339556	339556
59104	456914	456911	339556	339555
59104	456911	456907	339555	339553
59104	456907	456900	339553	339550
59104	456900	456869	339550	339551
59104	456869	456865	339551	339552
59104	456865	456832	339552	339535
59104	456832	456822	339535	339508
59104	456822	456825	339508	339492
59105	456847	456859	339399	339393
59105	456859	456870	339393	339388
59106	456862	456871	339732	339718
59106	456871	456879	339718	339705
59107	456870	456895	339388	339378
59107	456895	456919	339378	339368
59108	456879	456896	339705	339684
59108	456896	456913	339684	339663
59109	456892	456886	339284	339303
59109	456886	456880	339303	339322
59110	456916	456898	339659	339644
59110	456898	456880	339644	339629
59111	456880	456893	339322	339326
59111	456893	456906	339326	339329
59111	456906	456916	339329	339332
59111	456916	456927	339332	339335
59112	456340	456368	339344	339293
59112	456368	456371	339293	339292
59112	456371	456395	339292	339280
59112	456395	456414	339280	339251
59113	456287	456304	339316	339284
59113	456304	456322	339284	339251
59114	456164	456167	339342	339336
59114	456167	456177	339336	339309
59114	456177	456189	339309	339280
59114	456189	456191	339280	339276
59115	456503	456521	339353	339319
59115	456521	456539	339319	339284
59116	456221	456254	339288	339302
59116	456254	456287	339302	339316
59117	456413	456399	339309	339338
59117	456399	456385	339338	339367
59118	456287	456298	339316	339322
59118	456298	456310	339322	339328
59119	456503	456480	339353	339340
59119	456480	456457	339340	339326
59120	456164	456226	339342	339329
59120	456226	456236	339329	339329
59120	456236	456310	339329	339328
59121	456310	456325	339328	339336
59121	456325	456340	339336	339344
59122	456413	456424	339381	339359
59122	456424	456436	339359	339337
59123	456130	456147	339431	339386
59123	456147	456164	339386	339342
59124	456340	456363	339344	339356
59124	456363	456385	339356	339367
59125	456472	456488	339411	339382
59125	456488	456503	339382	339353
59126	456385	456389	339367	339369
59126	456389	456399	339369	339374
59126	456399	456413	339374	339381
59127	456348	456366	339423	339395
59127	456366	456385	339395	339367
59128	456413	456425	339381	339388
59128	456425	456438	339388	339394
59129	456130	456138	339431	339433
59129	456138	456202	339433	339402
59129	456202	456238	339402	339395
59129	456238	456241	339395	339394
59129	456241	456301	339394	339401
59129	456301	456348	339401	339423
59130	456496	456472	339506	339447
59130	456472	456470	339447	339443
59130	456470	456438	339443	339394
59131	456438	456455	339394	339403
59131	456455	456472	339403	339411
59132	456472	456533	339411	339444
59132	456533	456594	339444	339476
59132	456594	456604	339476	339484
59133	456348	456388	339423	339459
59133	456388	456392	339459	339467
59133	456392	456420	339467	339524
59134	456313	456330	339475	339449
59134	456330	456348	339449	339423
59135	456167	456195	339508	339477
59135	456195	456233	339477	339461
59135	456233	456242	339461	339458
59135	456242	456284	339458	339462
59135	456284	456313	339462	339475
59136	456313	456340	339475	339503
59136	456340	456344	339503	339507
59136	456344	456357	339507	339539
59137	456281	456297	339524	339500
59137	456297	456313	339500	339475
59138	456111	456124	339476	339483
59138	456124	456138	339483	339491
59138	456138	456152	339491	339499
59138	456152	456167	339499	339508
59139	456496	456542	339506	339495
59139	456542	456589	339495	339485
59139	456589	456604	339485	339484
59140	456420	456458	339524	339515
59140	456458	456496	339515	339506
59141	456167	456191	339508	339523
59141	456191	456215	339523	339538
59142	456281	456263	339524	339517
59142	456263	456246	339517	339517
59142	456246	456245	339517	339517
59142	456245	456226	339517	339527
59142	456226	456215	339527	339538
59213	455962	455992	339215	339220
59213	455992	456022	339220	339225
59218	455986	456022	339327	339225
59219	456022	456052	339225	339231
59219	456052	456082	339231	339236
59220	456082	456101	339236	339242
59220	456101	456120	339242	339248
59221	456006	456044	339447	339342
59221	456044	456082	339342	339236
59224	456056	456096	339455	339355
59224	456096	456135	339355	339254
59382	455970	455954	339141	339141
59382	455954	455950	339141	339141
59384	455970	455988	339141	339144
59384	455988	456007	339144	339146
59385	455970	455977	339141	339109
59385	455977	455983	339109	339076
59387	456007	456027	339146	339149
59387	456027	456048	339149	339152
59388	456007	456008	339146	339144
59388	456008	456009	339144	339142
59388	456009	456014	339142	339131
59388	456014	456020	339131	339121
59388	456020	456025	339121	339088
59388	456025	456043	339088	339054
59388	456043	456047	339054	339050
59388	456047	456058	339050	339039
59388	456058	456112	339039	339008
59388	456112	456117	339008	339005
59429	456406	456407	338981	338975
59429	456407	456411	338975	338964
59432	456201	456199	338972	338964
59433	456387	456372	338987	338979
59433	456372	456357	338979	338972
59433	456357	456346	338972	338969
59433	456346	456336	338969	338965
59433	456336	456320	338965	338962
59433	456320	456304	338962	338958
59433	456304	456293	338958	338957
59433	456293	456282	338957	338955
59433	456282	456255	338955	338958
59433	456255	456229	338958	338961
59433	456229	456218	338961	338964
59433	456218	456208	338964	338968
59433	456208	456201	338968	338972
59434	456117	456119	339005	339004
59434	456119	456122	339004	339002
59434	456122	456144	339002	338990
59434	456144	456165	338990	338978
59434	456165	456179	338978	338975
59434	456179	456193	338975	338972
59434	456193	456201	338972	338972
59435	456219	456213	339021	339009
59435	456213	456206	339009	338996
59435	456206	456204	338996	338988
59435	456204	456203	338988	338979
59435	456203	456201	338979	338972
59436	456387	456395	338987	338981
59436	456395	456397	338981	338981
59436	456397	456399	338981	338980
59436	456399	456406	338980	338981
59437	456488	456500	338981	338991
59437	456500	456511	338991	339001
59437	456511	456532	339001	339009
59437	456532	456534	339009	339010
59437	456534	456553	339010	339018
59437	456553	456573	339018	339026
59437	456573	456593	339026	339034
59438	456488	456479	338981	338985
59438	456479	456470	338985	338990
59438	456470	456467	338990	338992
59438	456467	456463	338992	338993
59438	456463	456458	338993	338994
59438	456458	456452	338994	338996
59438	456452	456448	338996	338997
59438	456448	456443	338997	338997
59438	456443	456429	338997	338998
59438	456429	456414	338998	338998
59439	456414	456414	338998	338992
59439	456414	456413	338992	338989
59439	456413	456412	338989	338986
59439	456412	456409	338986	338983
59439	456409	456406	338983	338981
59440	456387	456386	338987	338992
59440	456386	456385	338992	338997
59440	456385	456388	338997	339002
59440	456388	456391	339002	339006
59440	456391	456395	339006	339008
59440	456395	456398	339008	339009
59441	456398	456406	339009	339009
59441	456406	456409	339009	339007
59441	456409	456411	339007	339005
59441	456411	456413	339005	339002
59441	456413	456414	339002	338998
59442	456117	456122	339005	339014
59442	456122	456127	339014	339023
59442	456127	456137	339023	339031
59442	456137	456148	339031	339040
59442	456148	456156	339040	339046
59442	456156	456163	339046	339052
59443	456445	456427	339099	339066
59443	456427	456409	339066	339033
59443	456409	456404	339033	339021
59443	456404	456398	339021	339009
59444	456163	456159	339052	339061
59444	456159	456188	339061	339080
59444	456188	456226	339080	339105
59445	456226	456228	339105	339100
59445	456228	456233	339100	339088
59445	456233	456241	339088	339071
59446	456226	456260	339105	339120
59446	456260	456263	339120	339121
59446	456263	456298	339121	339121
59447	456048	456255	339152	339189
59447	456255	456393	339189	339209
59447	456393	456567	339209	339234
59447	456567	456734	339234	339280
59448	456749	456742	339230	339255
59448	456742	456734	339255	339280
59449	456414	456476	339251	339268
59449	456476	456539	339268	339284
59450	456135	456163	339254	339265
59450	456163	456191	339265	339276
59451	456221	456229	339288	339274
59451	456229	456244	339274	339275
59451	456244	456265	339275	339276
59451	456265	456269	339276	339266
59452	456191	456206	339276	339282
59452	456206	456221	339282	339288
59485	457041	457035	339088	339071
59485	457035	457030	339071	339055
59486	457039	457037	339041	339041
59486	457037	457035	339041	339041
59546	456678	456702	339079	339089
59546	456702	456726	339089	339100
59546	456726	456770	339100	339129
59546	456770	456787	339129	339131
59546	456787	456834	339131	339102
59546	456834	456861	339102	339085
59546	456861	456896	339085	339064
59546	456896	456912	339064	339061
59546	456912	456945	339061	339073
59546	456945	456999	339073	339097
59546	456999	457043	339097	339116
59546	457043	457047	339116	339118
59550	456942	456963	338951	338972
59554	456963	457000	338972	338980
59554	457000	457015	338980	338982
59555	456963	456978	338972	338988
59555	456978	456992	338988	339003
59559	456992	456996	339003	339007
59559	456996	456999	339007	339011
59560	456992	456999	339003	339005
59560	456999	457005	339005	339006
59561	457017	457031	338960	338971
59561	457031	457038	338971	338977
59565	456999	457003	339011	339015
59565	457003	457006	339015	339019
59566	456999	457005	339011	339006
59569	457005	457025	339006	338996
59569	457025	457027	338996	338995
59570	457005	457006	339006	339019
59571	457006	457011	339019	339031
59571	457011	457016	339031	339038
59571	457016	457030	339038	339055
59572	457006	457012	339019	339027
59572	457012	457019	339027	339035
59573	457019	457024	339035	339045
59573	457024	457030	339045	339055
59574	457019	457026	339035	339014
59574	457026	457027	339014	339012
59574	457027	457042	339012	338997
